label,kp_0_x,kp_0_y,kp_1_x,kp_1_y,kp_2_x,kp_2_y,kp_3_x,kp_3_y,kp_4_x,kp_4_y,kp_5_x,kp_5_y,kp_6_x,kp_6_y,kp_7_x,kp_7_y,kp_8_x,kp_8_y,kp_9_x,kp_9_y,kp_10_x,kp_10_y,kp_11_x,kp_11_y,kp_12_x,kp_12_y,kp_13_x,kp_13_y,kp_14_x,kp_14_y,kp_15_x,kp_15_y,kp_16_x,kp_16_y
Adho Mukha Svanasana,0.5739908814430237,0.3316617012023926,0.5613076686859131,0.3165585696697235,0.5729101896286011,0.318482369184494,0.5050173997879028,0.31105363368988037,0.535223126411438,0.31100770831108093,0.4844152331352234,0.35772499442100525,0.5266857743263245,0.3589632213115692,0.6007625460624695,0.28187426924705505,0.6238086819648743,0.3171533942222595,0.6317269802093506,0.21472632884979248,0.6545652151107788,0.21479004621505737,0.36258408427238464,0.5811522603034973,0.40419527888298035,0.5886756777763367,0.4578670859336853,0.6439939141273499,0.45679521560668945,0.6384221911430359,0.5873012542724609,0.714393138885498,0.5882357954978943,0.7131890654563904
Adho Mukha Svanasana,0.5663127303123474,0.5456987619400024,0.5624014139175415,0.5646166205406189,0.5624579787254333,0.5643923282623291,0.5281245708465576,0.5740997195243835,0.5281935930252075,0.5739293098449707,0.49141567945480347,0.5386778712272644,0.5008911490440369,0.5401411652565002,0.580081582069397,0.6184873580932617,0.5849867463111877,0.6080746054649353,0.6399649977684021,0.6927488446235657,0.6714529991149902,0.7037021517753601,0.32326921820640564,0.34918341040611267,0.3233861029148102,0.3408562242984772,0.4982137084007263,0.23324942588806152,0.5010152459144592,0.23185811936855316,0.6362288594245911,0.14851996302604675,0.6522782444953918,0.13233108818531036
Adho Mukha Svanasana,0.59476637840271,0.6374527812004089,0.5907214879989624,0.6607882976531982,0.5907268524169922,0.6592411398887634,0.5459678173065186,0.66965651512146,0.5471662878990173,0.6683036088943481,0.4981914460659027,0.6232869625091553,0.5086429715156555,0.6173095703125,0.6182512044906616,0.7302821278572083,0.6221332550048828,0.7276535034179688,0.6883924007415771,0.8145177960395813,0.7161484956741333,0.8291978240013123,0.3021986186504364,0.3969619572162628,0.30707091093063354,0.3914859890937805,0.5027526617050171,0.25431162118911743,0.5060960650444031,0.2548413574695587,0.6722776293754578,0.15416723489761353,0.69315505027771,0.13715718686580658
Adho Mukha Svanasana,0.6238861083984375,0.5983472466468811,0.6239603757858276,0.6197808980941772,0.6244697570800781,0.6187541484832764,0.5789538025856018,0.6203726530075073,0.5789015889167786,0.623144268989563,0.5243837237358093,0.5804339051246643,0.5324742197990417,0.5732344388961792,0.6452139616012573,0.6617532968521118,0.6711240410804749,0.6519064903259277,0.7176773548126221,0.7416128516197205,0.7647743821144104,0.7557269334793091,0.28650516271591187,0.3835470676422119,0.28474244475364685,0.3781962990760803,0.5272958278656006,0.28377488255500793,0.5339675545692444,0.27959150075912476,0.690467894077301,0.17688708007335663,0.7258042097091675,0.1278948336839676
Adho Mukha Svanasana,0.60802161693573,0.409540057182312,0.6138081550598145,0.39324355125427246,0.6114501357078552,0.38941052556037903,0.581098198890686,0.3526917099952698,0.5804733633995056,0.35093939304351807,0.5330394506454468,0.3662823438644409,0.5080870985984802,0.3680802285671234,0.6614751219749451,0.27855226397514343,0.598026692867279,0.29611536860466003,0.7293620109558105,0.15997286140918732,0.6345637440681458,0.20011746883392334,0.3093877136707306,0.590834379196167,0.3063615560531616,0.592320442199707,0.5154781341552734,0.7607964873313904,0.5023245215415955,0.7764977216720581,0.6982313990592957,0.9015368819236755,0.6455897092819214,0.8907746076583862
Adho Mukha Svanasana,0.6165800094604492,0.42555421590805054,0.6179267168045044,0.4070128798484802,0.6155651211738586,0.4058809280395508,0.5812740325927734,0.3871209919452667,0.5788676142692566,0.38460373878479004,0.5308018326759338,0.4150609076023102,0.506517767906189,0.4053918719291687,0.662358283996582,0.3273632228374481,0.6091933846473694,0.33171576261520386,0.7545691132545471,0.21731644868850708,0.6854344606399536,0.23777443170547485,0.30672723054885864,0.6483534574508667,0.3020802140235901,0.6398957967758179,0.5401285290718079,0.7131156325340271,0.5314617156982422,0.70296710729599,0.6812640428543091,0.912632167339325,0.6459380984306335,0.8676297068595886
Adho Mukha Svanasana,0.7355914115905762,0.4322614073753357,0.7366397976875305,0.4158998727798462,0.7415944337844849,0.42087462544441223,0.7259455919265747,0.3959778845310211,0.7310389876365662,0.4057597219944,0.6651349067687988,0.4234629273414612,0.6572431325912476,0.44507405161857605,0.7145180702209473,0.3651959002017975,0.7099865078926086,0.388828843832016,0.7572094798088074,0.2988743185997009,0.7544171810150146,0.3105907440185547,0.5094135403633118,0.5367175340652466,0.4899419844150543,0.5335360169410706,0.657113254070282,0.6398402452468872,0.37523382902145386,0.6015551090240479,0.7549775242805481,0.6843569874763489,0.24438726902008057,0.6255819797515869
Adho Mukha Svanasana,0.6379112601280212,0.5688283443450928,0.6393300890922546,0.5934420824050903,0.6377179622650146,0.590025782585144,0.5952853560447693,0.6057745218276978,0.597282350063324,0.6042454242706299,0.5458642244338989,0.5771427154541016,0.5552012920379639,0.5747414827346802,0.6239792108535767,0.6679258346557617,0.652561604976654,0.6601909399032593,0.6906625032424927,0.7504509091377258,0.7377772331237793,0.7679772973060608,0.346265584230423,0.3837132751941681,0.34567779302597046,0.3809525668621063,0.5195829272270203,0.2556246817111969,0.5205646753311157,0.2590184211730957,0.6690776944160461,0.1592552363872528,0.683734655380249,0.14358876645565033
Adho Mukha Svanasana,0.6456049680709839,0.5753507614135742,0.6501675248146057,0.6008800268173218,0.6484882831573486,0.6018259525299072,0.6094796657562256,0.6317745447158813,0.606247067451477,0.6380332112312317,0.5351933836936951,0.6051197648048401,0.5340434312820435,0.6118512153625488,0.6540974378585815,0.6910919547080994,0.6693957448005676,0.7002745270729065,0.7143323421478271,0.7987853288650513,0.7527770400047302,0.8180900812149048,0.28177735209465027,0.4091324508190155,0.28010207414627075,0.40278324484825134,0.5119208097457886,0.3373571038246155,0.5137845873832703,0.32896631956100464,0.6624294519424438,0.19118697941303253,0.6831286549568176,0.14926296472549438
Adho Mukha Svanasana,0.665041983127594,0.5776498913764954,0.664842426776886,0.5948610305786133,0.662529468536377,0.5992465615272522,0.6293407082557678,0.62331622838974,0.6242715716362,0.6204003691673279,0.5808917284011841,0.5815532803535461,0.5433388948440552,0.6058366298675537,0.6816555857658386,0.6658216118812561,0.6776666641235352,0.7194207310676575,0.7197813391685486,0.7342382073402405,0.7253050804138184,0.7794341444969177,0.36496010422706604,0.37617555260658264,0.3387121558189392,0.35437023639678955,0.5829985737800598,0.3288504183292389,0.5609424710273743,0.29260581731796265,0.7044469118118286,0.14899280667304993,0.6938759088516235,0.08616335690021515
Adho Mukha Svanasana,0.5957580804824829,0.6424581408500671,0.597914457321167,0.6692905426025391,0.5993927121162415,0.6734238266944885,0.5477744340896606,0.6915485262870789,0.5476608872413635,0.6911844611167908,0.4832267165184021,0.6429592967033386,0.4915754795074463,0.636371374130249,0.6215687394142151,0.7462923526763916,0.647865355014801,0.748112678527832,0.6928052306175232,0.8430289626121521,0.7464857697486877,0.8622722029685974,0.25355538725852966,0.36253300309181213,0.26733386516571045,0.36261242628097534,0.4886816740036011,0.1980821192264557,0.4986434876918793,0.20690791308879852,0.6876732707023621,0.07560141384601593,0.7123657464981079,0.0737089291214943
Adho Mukha Svanasana,0.5583000779151917,0.45961248874664307,0.5661089420318604,0.48695188760757446,0.5716541409492493,0.46000176668167114,0.5158503651618958,0.5306471586227417,0.5189256072044373,0.4461182653903961,0.4153268039226532,0.5394704341888428,0.4432734549045563,0.38723036646842957,0.5392765998840332,0.6084228754043579,0.6019327044487,0.4128756523132324,0.6641795635223389,0.7161134481430054,0.7450762987136841,0.5133126974105835,0.14620061218738556,0.3523707389831543,0.16323354840278625,0.23003238439559937,0.3848998546600342,0.30622273683547974,0.39684873819351196,0.20898133516311646,0.5411953330039978,0.2584775984287262,0.553067684173584,0.13710016012191772
Adho Mukha Svanasana,0.6071600914001465,0.36861833930015564,0.6096002459526062,0.3429209589958191,0.6102035045623779,0.3390183746814728,0.5597574710845947,0.3092285096645355,0.563294529914856,0.30971547961235046,0.50506591796875,0.36234456300735474,0.4789637625217438,0.3397691249847412,0.6574201583862305,0.27613285183906555,0.6392070651054382,0.2622128129005432,0.7818899154663086,0.1560143679380417,0.7444789409637451,0.1575232595205307,0.2497282475233078,0.6353387236595154,0.2508351504802704,0.6224490404129028,0.5048040747642517,0.7830802798271179,0.5079384446144104,0.7722623944282532,0.747427761554718,0.9228225350379944,0.7357850074768066,0.8873980045318604
Adho Mukha Svanasana,0.6155271530151367,0.39373651146888733,0.6131711006164551,0.37102171778678894,0.6122636198997498,0.3697890341281891,0.5662235021591187,0.3427397906780243,0.5695269703865051,0.34147194027900696,0.5256332755088806,0.3794107139110565,0.5092953443527222,0.38687026500701904,0.6618919968605042,0.2624300420284271,0.6307267546653748,0.28710198402404785,0.7453688383102417,0.1278543770313263,0.7004842758178711,0.1645231395959854,0.2432720810174942,0.6574501395225525,0.2495497614145279,0.6482828259468079,0.4842265546321869,0.7809651494026184,0.4842293858528137,0.7632659077644348,0.704727828502655,0.9055101275444031,0.675723135471344,0.8493594527244568
Adho Mukha Svanasana,0.6441565155982971,0.4670998156070709,0.6545732617378235,0.44342687726020813,0.652712881565094,0.44257891178131104,0.6248396039009094,0.40990400314331055,0.6216501593589783,0.4059341251850128,0.5573240518569946,0.42880332469940186,0.5483760237693787,0.43078359961509705,0.6756531000137329,0.3407122790813446,0.6482143402099609,0.340424120426178,0.7510547041893005,0.22129714488983154,0.713113009929657,0.2296018898487091,0.31796327233314514,0.6591908931732178,0.3156954348087311,0.6526917815208435,0.5300151705741882,0.7934507131576538,0.5348200798034668,0.7805111408233643,0.7162476181983948,0.9445977807044983,0.7069670557975769,0.9018351435661316
Adho Mukha Svanasana,0.6031401753425598,0.4101203978061676,0.6125171184539795,0.38457679748535156,0.6097589135169983,0.3826069235801697,0.5810270309448242,0.34030839800834656,0.5824353694915771,0.3384195566177368,0.4948619604110718,0.3645833134651184,0.497405081987381,0.3604665994644165,0.6281096935272217,0.2587449252605438,0.6204844117164612,0.2624743580818176,0.7365153431892395,0.15952877700328827,0.6987327933311462,0.18295589089393616,0.28604045510292053,0.5834967494010925,0.2923309803009033,0.5713220834732056,0.49534866213798523,0.7116755247116089,0.5058971047401428,0.6898159384727478,0.6860646605491638,0.8252820372581482,0.6783899068832397,0.7804923057556152
Adho Mukha Svanasana,0.6480545997619629,0.41432976722717285,0.6580913662910461,0.3899644911289215,0.6568456888198853,0.3895842134952545,0.6235659122467041,0.3335667848587036,0.6251637935638428,0.3374537229537964,0.5127962827682495,0.37223589420318604,0.5188407301902771,0.3720896244049072,0.6721436381340027,0.26093950867652893,0.6589788198471069,0.26423150300979614,0.7906867861747742,0.13577242195606232,0.7471669912338257,0.15696768462657928,0.2395542412996292,0.6077788472175598,0.24116618931293488,0.6026660203933716,0.4906838536262512,0.7639095783233643,0.4885118901729584,0.7604888677597046,0.7221874594688416,0.9106801748275757,0.7050126791000366,0.8922702074050903
Adho Mukha Svanasana,0.6559159159660339,0.7515221238136292,0.6532062292098999,0.7634573578834534,0.6500372886657715,0.7628312706947327,0.6217939853668213,0.7515859007835388,0.6146640777587891,0.7510167360305786,0.5817733407020569,0.6925009489059448,0.5846522450447083,0.7102970480918884,0.6931197643280029,0.7396960854530334,0.7105265259742737,0.7561038136482239,0.7662107348442078,0.8064623475074768,0.8107125163078308,0.8353314995765686,0.4292846918106079,0.4915919601917267,0.41349396109580994,0.5003536343574524,0.6060400009155273,0.382163941860199,0.33638250827789307,0.2952899634838104,0.7638694643974304,0.2914831340312958,0.2042105495929718,0.15844596922397614
Adho Mukha Svanasana,0.6293862462043762,0.3345279395580292,0.6336252689361572,0.3192256987094879,0.631397545337677,0.3189657926559448,0.6072080731391907,0.30714720487594604,0.6056388020515442,0.30728933215141296,0.5700690746307373,0.3522917330265045,0.5528605580329895,0.3358488082885742,0.6598696112632751,0.29446518421173096,0.6357102394104004,0.2824619710445404,0.7110062837600708,0.22233502566814423,0.6983771324157715,0.2194308191537857,0.4254430830478668,0.5252447724342346,0.42241689562797546,0.5123887062072754,0.5743085145950317,0.6205582618713379,0.5753756761550903,0.6066909432411194,0.679961085319519,0.7243030667304993,0.6744467616081238,0.6869685053825378
Adho Mukha Svanasana,0.6126466989517212,0.5156493782997131,0.622917652130127,0.5389786958694458,0.6225417852401733,0.5390985608100891,0.5884861350059509,0.5763850808143616,0.5898476839065552,0.5741831064224243,0.5205665826797485,0.5717474818229675,0.5243057012557983,0.5704187750816345,0.6211989521980286,0.6688059568405151,0.6546598672866821,0.6653443574905396,0.6743884086608887,0.7632458209991455,0.71776282787323,0.771306574344635,0.27274930477142334,0.4022824764251709,0.2705424726009369,0.39566558599472046,0.491108238697052,0.247793510556221,0.4932143986225128,0.24749678373336792,0.6627851724624634,0.1217862144112587,0.672589898109436,0.11426706612110138
Adho Mukha Svanasana,0.63789963722229,0.4650150239467621,0.6451424956321716,0.4429126977920532,0.6422386169433594,0.4400755763053894,0.5939854383468628,0.3883410394191742,0.5985249876976013,0.3869380056858063,0.5187749266624451,0.4184122383594513,0.5154045820236206,0.4150044023990631,0.679507851600647,0.32526645064353943,0.6616041660308838,0.3370547592639923,0.804516077041626,0.1771307736635208,0.7590911388397217,0.2216116487979889,0.2165527194738388,0.6044178605079651,0.21817347407341003,0.5978793501853943,0.5131872296333313,0.7751318216323853,0.5127506256103516,0.7696527242660522,0.7560790777206421,0.9281609058380127,0.7447114586830139,0.9150720834732056
Adho Mukha Svanasana,0.596495509147644,0.38041067123413086,0.6038804650306702,0.3570038676261902,0.6018269062042236,0.3566559851169586,0.5670144557952881,0.318261057138443,0.5683681964874268,0.3165811002254486,0.4883612096309662,0.3392617404460907,0.4856466054916382,0.34396621584892273,0.6294245719909668,0.24717791378498077,0.6125058531761169,0.25473928451538086,0.7460528016090393,0.13937029242515564,0.6970101594924927,0.17105185985565186,0.29615849256515503,0.5805320143699646,0.29519855976104736,0.5788453221321106,0.5380454659461975,0.7087888121604919,0.5336408615112305,0.7080836892127991,0.6903855800628662,0.912168562412262,0.6541929244995117,0.8767127394676208
Adho Mukha Svanasana,0.6014959812164307,0.44973617792129517,0.6157465577125549,0.4242839813232422,0.6152697205543518,0.4253949522972107,0.592021107673645,0.3789159655570984,0.5896639227867126,0.38031259179115295,0.5013322234153748,0.41253405809402466,0.4966050386428833,0.4137401580810547,0.6626460552215576,0.3242899477481842,0.6316231489181519,0.3382824957370758,0.7768373489379883,0.22779247164726257,0.7217031121253967,0.26901599764823914,0.2665230631828308,0.6076764464378357,0.2601098418235779,0.6079983115196228,0.5060901045799255,0.7333117723464966,0.49872344732284546,0.7343919277191162,0.753146231174469,0.8503085970878601,0.7022797465324402,0.8340262770652771
Adho Mukha Svanasana,0.6337696313858032,0.6100013256072998,0.6345385909080505,0.6296334862709045,0.6357347965240479,0.6268724799156189,0.5977232456207275,0.6458257436752319,0.594664990901947,0.6401537656784058,0.5442056059837341,0.6188157200813293,0.5509561896324158,0.5812278389930725,0.6462602019309998,0.6962339878082275,0.6716064810752869,0.6766381859779358,0.7286852598190308,0.7916669845581055,0.7671547532081604,0.7773430347442627,0.2968989312648773,0.423735648393631,0.2898787558078766,0.40479499101638794,0.507470965385437,0.30693483352661133,0.5041793584823608,0.29908621311187744,0.6899200677871704,0.2218279093503952,0.6964433789253235,0.18476082384586334
Adho Mukha Svanasana,0.6281959414482117,0.38201212882995605,0.6369636058807373,0.40000855922698975,0.6252800226211548,0.33528387546539307,0.5741023421287537,0.4350288212299347,0.5705040097236633,0.31921258568763733,0.4584602117538452,0.5365557074546814,0.41626158356666565,0.31812283396720886,0.6813629269599915,0.544877290725708,0.6163120865821838,0.2812805473804474,0.9031440019607544,0.49106526374816895,0.8520017266273499,0.11684010922908783,0.12359338998794556,0.7308892607688904,0.10830599069595337,0.5868896842002869,0.4676532447338104,0.7548398375511169,0.4560215175151825,0.639494001865387,0.701887845993042,0.8813014626502991,0.6924313306808472,0.7735182046890259
Adho Mukha Svanasana,0.6513846516609192,0.44648560881614685,0.664168655872345,0.45603033900260925,0.6623608469963074,0.4162755012512207,0.6250171065330505,0.47322094440460205,0.6139268279075623,0.38829827308654785,0.5199697017669678,0.5249546766281128,0.5068942308425903,0.3378799259662628,0.672173798084259,0.4907955527305603,0.6614868640899658,0.28637054562568665,0.8149046897888184,0.41644150018692017,0.783427357673645,0.16866104304790497,0.21135185658931732,0.6511120796203613,0.21038977801799774,0.5188369154930115,0.4673306345939636,0.7476502656936646,0.477805495262146,0.6052799820899963,0.6837841272354126,0.8303223252296448,0.6765106320381165,0.6479559540748596
Adho Mukha Svanasana,0.5949371457099915,0.5099392533302307,0.6135649681091309,0.4913487434387207,0.6073611378669739,0.489097535610199,0.5914750695228577,0.42224904894828796,0.5865846872329712,0.4290754497051239,0.5064167380332947,0.4062524735927582,0.5055103898048401,0.4153997600078583,0.6557067036628723,0.2879110276699066,0.6264696717262268,0.297077476978302,0.7193080186843872,0.14809130132198334,0.6866525411605835,0.17833516001701355,0.22457753121852875,0.5815830826759338,0.22661516070365906,0.5778379440307617,0.4704708755016327,0.7331797480583191,0.4740442633628845,0.7307732701301575,0.6944850087165833,0.8653393983840942,0.6721370816230774,0.8420063853263855
Adho Mukha Svanasana,0.6263221502304077,0.6016756892204285,0.6358750462532043,0.6294833421707153,0.6366960406303406,0.6286789178848267,0.5947924852371216,0.6648446321487427,0.5958457589149475,0.6629987955093384,0.512742280960083,0.629887580871582,0.5257159471511841,0.6251524686813354,0.6339401006698608,0.730659544467926,0.6635837554931641,0.7417019605636597,0.6886451840400696,0.8459322452545166,0.7574987411499023,0.8788245916366577,0.26510903239250183,0.35936400294303894,0.27119287848472595,0.35387763381004333,0.48705530166625977,0.21057717502117157,0.49369266629219055,0.210841104388237,0.6664640307426453,0.09769715368747711,0.6901704668998718,0.07704491913318634
Adho Mukha Svanasana,0.528175950050354,0.59354168176651,0.5247476696968079,0.6034707427024841,0.5291252732276917,0.6121525764465332,0.5013791918754578,0.6110522150993347,0.5086013078689575,0.6239583492279053,0.472884863615036,0.580771803855896,0.4832978844642639,0.6395567059516907,0.523864209651947,0.5975437760353088,0.5547183752059937,0.6836147308349609,0.5551717281341553,0.6134165525436401,0.6016528606414795,0.7231673002243042,0.33216819167137146,0.44906994700431824,0.3462010324001312,0.48308631777763367,0.4861259162425995,0.3433820903301239,0.5108954906463623,0.38224300742149353,0.613583505153656,0.2517929971218109,0.647724449634552,0.3180331885814667
Adho Mukha Svanasana,0.7360810041427612,0.5979829430580139,0.74080491065979,0.6163256168365479,0.7393962144851685,0.6182664632797241,0.7074705958366394,0.635742723941803,0.7027750015258789,0.6393057703971863,0.655380368232727,0.6095624566078186,0.6576380729675293,0.6164758205413818,0.7550318241119385,0.6704249382019043,0.7661306262016296,0.6713346838951111,0.8208876848220825,0.7528269290924072,0.8699037432670593,0.7663353681564331,0.466796875,0.44552069902420044,0.45141923427581787,0.4379214942455292,0.6567883491516113,0.3346186876296997,0.29076099395751953,0.321137398481369,0.8084397912025452,0.23360784351825714,0.11547974497079849,0.2543773949146271
Adho Mukha Svanasana,0.5814769268035889,0.5763226747512817,0.5907372236251831,0.5952078700065613,0.5916979312896729,0.5965607166290283,0.565466046333313,0.63837730884552,0.5674854516983032,0.6413636803627014,0.48565414547920227,0.6416195034980774,0.48844873905181885,0.6415618062019348,0.6001665592193604,0.7178627252578735,0.6226157546043396,0.7265594005584717,0.6719421744346619,0.8082931041717529,0.7222009897232056,0.8354780673980713,0.2819468080997467,0.4113492965698242,0.2839745581150055,0.40039414167404175,0.48442190885543823,0.30107927322387695,0.4865899384021759,0.27953365445137024,0.6291318535804749,0.20910976827144623,0.666862964630127,0.16028167307376862
Adho Mukha Svanasana,0.7104800939559937,0.6489076018333435,0.7074521780014038,0.6625346541404724,0.7031674981117249,0.6597912311553955,0.6743237376213074,0.6652165651321411,0.663639485836029,0.6588296890258789,0.6386351585388184,0.6304563879966736,0.6286904811859131,0.6235309839248657,0.7196169495582581,0.6922935843467712,0.724489688873291,0.6921984553337097,0.781295120716095,0.7743953466415405,0.7878955602645874,0.7782241106033325,0.4743969142436981,0.45262429118156433,0.4397691488265991,0.45603489875793457,0.5876895189285278,0.30170938372612,0.31878286600112915,0.33668991923332214,0.7264273166656494,0.21271280944347382,0.19483304023742676,0.1975243240594864
